,translated,label,annotation
169,When my brother heard that I had not been able to attend to my studies because he was having a stroke. I'll talk to mama when I drop it. Why enroll after enroll in the test. All modules others make. What else can you learn non.,"[[178, 185, 'neg']]","[['modules', 'neg']]"
170,Who should be the first to know if the students have passed his modules? Should I be a teacher? Or are you making your own output? Kalokaaaa !!! I still have an obligation to update them one by one on what they have already passed. https://t.co/eN22c82TnO,"[[64, 71, 'neu']]","[['modules', 'neu']]"
171,TAMBAK NA SA MODULES HAHAHAHAHAHAHA POTA SARAP KASE MATULOG,"[[13, 20, 'neu']]","[['modules', 'neu']]"
172,I self-paced modules first with my trainees. I play first. https://t.co/Rb2x3qc2MT,"[[13, 20, 'neu']]","[['modules', 'neu']]"
173,@StrawhatKaki Can't relax Modules because of you.,"[[26, 33, 'neg']]","[['modules', 'neg']]"
174,walanjo. Grinding tarp when finished modules. https://t.co/R0LFkFRkyg,"[[37, 44, 'neu']]","[['modules', 'neu']]"
175,tus nation ft. modules,"[[15, 22, 'neu']]","[['modules', 'neu']]"
176,"tedious synchronize modules and house hold chores, pagoda everyday.","[[20, 27, 'neg']]","[['modules', 'neg']]"
177,Thank you Lord the modules are also over 🙏 Chasing Run BTS again hahahahaha 😂😂😂💖,"[[19, 26, 'pos']]","[['modules', 'pos']]"
178,I want to make modules but I'm sleepy 😌,"[[15, 22, 'neg']]","[['modules', 'neg']]"
179,NAKAKATAMAD MAG SAGOT NG MODULES HAHAHAHAHAHA POTA,"[[25, 32, 'neg']]","[['modules', 'neg']]"
180,jordan lg tlga helps me when making modules,"[[36, 43, 'neu']]","[['modules', 'neu']]"
181,Padede break lng after late night modules with kuya Arth tas balik na ulit 📚💻🤯,"[[34, 41, 'neu']]","[['modules', 'neu']]"
182,Potek stressed me out with my brother’s modules. I just want to be stunned.,"[[40, 47, 'neg']]","[['modules', 'neg']]"
183,Nakakatamad mag sagot ng modules 😑,"[[25, 32, 'neg']]","[['modules', 'neg']]"
184,then do the Modules.,"[[12, 19, 'neu']]","[['modules', 'neu']]"
185,I stress more with kobe than with modules,"[[34, 41, 'neu']]","[['modules', 'neu']]"
186,Thanks to the 2hrs sleep shutek 'the subjects. why do you have a deadline at the same time :))) Then that's why the modular for modules will answer but you will still push to submit online. :))),"[[128, 135, 'neg'], [182, 188, 'neg']]","[['modules', 'neg'], ['online', 'neg']]"
187,Who rushed the modules and passed them even before they finished? ⁇,"[[15, 22, 'neu']]","[['modules', 'neu']]"
188,Why is there still a narrative report? just pass the modules HAHAH you need to know what time and what subject we are doing? 😂😂😂kaumaayy🙄,"[[53, 60, 'neu']]","[['modules', 'neu']]"
189,how am I supposed to answer my modules after that,"[[31, 38, 'neu']]","[['modules', 'neu']]"
190,jwu puyat sa modules 🙄,"[[13, 20, 'neg']]","[['modules', 'neg']]"
191,very difficult to answer modules. my brother stayed up all night making piles of his modules to the point that his nose was bleeding. ⁇,"[[25, 32, 'neg'], [85, 92, 'neg']]","[['modules', 'neg'], ['modules', 'neg']]"
192,I'm about to complete only five modules 😫,"[[32, 39, 'pos']]","[['modules', 'pos']]"
193,it's the fault of the modules eh,"[[22, 29, 'neg']]","[['modules', 'neg']]"
194,March modules I still alaws 😣,"[[6, 13, 'neg']]","[['modules', 'neg']]"
195,"as long as I just chill with the modules, I won't make you look ugly HAHA!","[[33, 40, 'neu']]","[['modules', 'neu']]"
196,puyat as always for modules 😩,"[[20, 27, 'neg']]","[['modules', 'neg']]"
197,"modules time first, because deadline is tomorrow 🥲","[[0, 7, 'pos'], [28, 36, 'neu']]","[['modules', 'pos'], ['deadline', 'neu']]"
198,4 out 8 modules validated! ⁇,"[[8, 16, 'neu']]","[['modules', 'neu']]"
199,"Hay modules, chap3 na ko sa binabasa kong novel","[[4, 11, 'neu']]","[['modules', 'neu']]"
200,I'm too lazy to do any modules 😭,"[[23, 30, 'neg']]","[['modules', 'neg']]"
201,"Habol sa modules ni Arth Punta sa school nya Gawa ng 3 pcs of cakes Gawa assignments ko (SANA 🙏) As usual, nanay's dutiesssss PAYT !!! Thank you, Lord for this day. 🤍 Please help me be productive today 🙏","[[9, 16, 'neu']]","[['modules', 'neu']]"
202,@alaurenldc yeah im in s5 and its one of the main reasons why i dont finish my modules on time HAHAHAHAHA,"[[79, 86, 'neg']]","[['modules', 'neg']]"
203,@notyourLzl Puro modules na nga kaharap ko ih hahahah,"[[17, 24, 'neu']]","[['modules', 'neu']]"
204,"@yuumeerb wahahaha isa nalang, bagong modules nanaman nxt wk 🤦‍♀😆","[[38, 45, 'neu']]","[['modules', 'neu']]"
205,"I said I would answer the modules, 'gang now I haven't done anything yet 🤦‍♀😑","[[26, 33, 'neu']]","[['modules', 'neu']]"
206,Pending modules are still waving,"[[8, 15, 'neu']]","[['modules', 'neu']]"
207,"Kras, pacuddle ohhh hahaha I'm stressed with the modules","[[49, 56, 'neg']]","[['modules', 'neg']]"
208,"Filipino: 5 Modules, 2 Lessons each It looks like I've already made Ten modules of it haysss 3 Modules left","[[72, 79, 'neu']]","[['modules', 'neu']]"
209,"So PUP, where are my modules? ⁇","[[21, 28, 'neu']]","[['modules', 'neu']]"
210,"I'm just thinking about what I'll do with the modules tomorrow, I'm already depressed.","[[46, 53, 'neg']]","[['modules', 'neg']]"
211,"Yes, I have 5 modules","[[14, 21, 'neu']]","[['modules', 'neu']]"
212,"Don't look at me or imessage me about the GD and Jennie scandal, I can only say that you show this evidence first and I will believe. I'm busy making modules shuta tong dispatch to https://t.co/p5tPdMb9ep","[[150, 157, 'neu']]","[['modules', 'neu']]"
213,Hopefully all have modules already,"[[19, 26, 'pos']]","[['modules', 'pos']]"
214,"Modules and online classes have already started, but backstreet rookie is over 💯","[[0, 7, 'neu'], [19, 26, 'neu']]","[['modules', 'neu'], ['classes', 'neu']]"
215,mood rn - doing my modules😑😴,"[[19, 26, 'neu']]","[['modules', 'neu']]"
216,"So i’m most likely a night person in terms of doing modules, maybe because tahimik ??? Less distraction ???","[[52, 59, 'neu']]","[['modules', 'neu']]"
217,I think I will be a heretic in the modules I answer hahaha,"[[35, 42, 'neg']]","[['modules', 'neg']]"
218,@KianMortera modules ko nga di ko ginagawa eh 🤣,"[[13, 20, 'neg']]","[['modules', 'neg']]"
219,How did I finish a subj Ng with 8 modules a day ??? 🤔,"[[34, 41, 'neu']]","[['modules', 'neu']]"
220,waw 3 hours I also soaked in modules,"[[29, 36, 'neg']]","[['modules', 'neg']]"
221,"Sometimes it's crazy, in more modules.","[[30, 37, 'neg']]","[['modules', 'neg']]"
222,eyss 3 modules in mil doneee🤟,"[[7, 14, 'pos']]","[['modules', 'pos']]"
223,Many modules want intramuros cases 😭,"[[5, 12, 'neu']]","[['modules', 'neu']]"
224,"self, you finish modules you owe","[[17, 24, 'neu']]","[['modules', 'neu']]"
225,@andre_chlodi What is that for? Answer modules? Song!,"[[39, 46, 'neu']]","[['modules', 'neu']]"
226,I can sleep without thinking modules HAHAHAHA. Yey !!!!!,"[[29, 36, 'neg']]","[['modules', 'neg']]"
227,Hello! it's close to March but we still don't have modules ☺️,"[[51, 58, 'neg']]","[['modules', 'neg']]"
228,"Gagi, I can't answer the modules anymore HAHAHAHAHA","[[25, 32, 'neg']]","[['modules', 'neg']]"
229,Fvck modules and assignments,"[[5, 12, 'neg'], [17, 28, 'neg']]","[['modules', 'neg'], ['assignments', 'neg']]"
230,not bad sa hapit ng modules ha hahahahahahahahaa,"[[20, 27, 'neg']]","[['modules', 'neg']]"
231,"I don't know if I will prioritize my modules. we are still processing paperwork and assistance for papa's burial. tangina, just don't let me sleep? 😭😩","[[37, 44, 'neu']]","[['modules', 'neu']]"
232,Finally graduated from the modules.,"[[27, 34, 'pos']]","[['modules', 'pos']]"
233,why the fuck am i doing modules,"[[24, 31, 'neg']]","[['modules', 'neg']]"
234,We are losing the appetite to answer their modules gelayyy,"[[43, 50, 'neg']]","[['modules', 'neg']]"
235,"Torture by torture make modules. The pain in my eyes ugh, I've torn the size of my eyebags I can't take it anymore ugh https://t.co/Vh4gHeLWTB","[[24, 31, 'neg']]","[['modules', 'neg']]"
236,Then there are still no shutah modules really,"[[31, 38, 'neg']]","[['modules', 'neg']]"
237,"4 modules done for today, 5 more to go. https://t.co/aTIw1rBCVc","[[2, 9, 'pos']]","[['modules', 'pos']]"
238,The lala grabee !! I no longer understand the lessons in the modules,"[[46, 53, 'neg'], [61, 68, 'neg']]","[['lessons', 'neg'], ['modules', 'neg']]"
239,Also completed three modules 🥴,"[[21, 28, 'pos']]","[['modules', 'pos']]"
240,@eowynyng_ DO YOURO MODULES STOP EXPOSING ME,"[[20, 27, 'neu']]","[['modules', 'neu']]"
241,5 PowerPoint training modules I have completed so far today. My work day is only halfway through. I WANT TO PLAY! https://t.co/ZA65Gzawy7,"[[22, 29, 'pos']]","[['modules', 'pos']]"
242,Why at night just fun to make case modules sleepy? @_ricciiirivero,"[[35, 42, 'neg']]","[['modules', 'neg']]"
243,"Okay done vacation, back to modules again","[[28, 35, 'neu']]","[['modules', 'neu']]"
244,good morning tangina ang dami kong inaarte sa pag gawa ng modules mag papasa din naman HAHAHAHAHAHA buang lang,"[[58, 65, 'pos']]","[['modules', 'pos']]"
245,[nagdabog] pano ba mag magic ng modules putangbitch,"[[32, 39, 'neg']]","[['modules', 'neg']]"
246,Waw quantity modules,"[[13, 20, 'neu']]","[['modules', 'neu']]"
247,ganadong magsagot ng modules hahahahahaha,"[[21, 28, 'pos']]","[['modules', 'pos']]"
248,Wow I really ignored all my modules since thursday 😭😂,"[[28, 35, 'neu']]","[['modules', 'neu']]"
249,"back to modules, daming nakatambak.","[[8, 15, 'neg']]","[['modules', 'neg']]"
250,"Speaking of surprises, it's good that I checked the modules for my mini-MBA course, we have a long homework due before class this Tuesday. 😅 https://t.co/jBBh3ffVrZ","[[52, 59, 'pos'], [99, 107, 'neu']]","[['modules', 'pos'], ['homework', 'neu']]"
251,"Happy Valetines, lessons are still in the modules first! https://t.co/O5rtXOW7LU","[[42, 49, 'neu']]","[['modules', 'neu']]"
252,"I want to make modules for you, I haven't been able to 😭😭😭","[[15, 22, 'neu']]","[['modules', 'neu']]"
253,online school is so toxic that you have to deal with pain modules and activities you are still thinking about,"[[7, 13, 'neg'], [0, 6, 'neg'], [58, 65, 'neg'], [70, 80, 'neg']]","[['school', 'neg'], ['online', 'neg'], ['modules', 'neg'], ['activities', 'neg']]"
254,@itsphammyyy @Jcssiclyn AHAHAHAHAHAHAHA TEH ATLEAST I FINISHED THE SERIES THAT I WAS WATCHING THEN THE MODULES,"[[103, 110, 'neu']]","[['modules', 'neu']]"
255,I want to start my modules but I don't know how to putangina,"[[19, 26, 'neg']]","[['modules', 'neg']]"
256,"On valentines ... Them: DATE * MYDAY with jowa * * Intra, * enjoy the moments. Me: Dancing the final performance for Pe. Studying the paper for virtual defense. Team house, HH with modules. Fuck Valentines. I never experience date with someone .....","[[152, 159, 'pos'], [181, 188, 'neu']]","[['defense', 'pos'], ['modules', 'neu']]"
257,Feb 14 is waiving and modules too.,"[[22, 29, 'neu']]","[['modules', 'neu']]"
258,One check out for likes on the modules,"[[31, 38, 'neu']]","[['modules', 'neu']]"
259,"so according to time check 2:00, i just finished doing 10 modules ✊","[[58, 65, 'pos']]","[['modules', 'pos']]"
260,11 modules I need to finish tonight I only got 5 at 9:30 I started ✊🙂,"[[21, 27, 'pos']]","[['finish', 'pos']]"
261,it's always when I make modules my head hurts what is it lord,"[[24, 31, 'neg']]","[['modules', 'neg']]"
262,i have to stop myself from watching grey's anatomy 'cause i still have 10 modules waiting to be answered🙃,"[[74, 81, 'neg']]","[['modules', 'neg']]"
263,"dad I'll leave the house first, it's ok if mama sends xXXxXxXX letter hehe, I'll hang out with pareng modules, tenkyu 😙","[[102, 109, 'neu']]","[['modules', 'neu']]"
264,I will make modules tomorrow,"[[12, 19, 'neu']]","[['modules', 'neu']]"
265,pano ko mageenjoy ng weekends oo nga pala may modules and class ako hahaahahahaha,"[[46, 53, 'neu'], [58, 63, 'neu']]","[['modules', 'neu'], ['class', 'neu']]"
266,"finished sum modules 2day ,,, 🥰","[[13, 20, 'pos']]","[['modules', 'pos']]"
267,"@Bernadette_ABS @TVPatrol pls visit Sto Nino Integrated School, Tanay-They've a unique mode of teaching (instead of printed self-learning modules), Dumagat learners use bluetooth speakers w/ pre-recorded audio files since some cant rely on parents to assist them in home study","[[95, 103, 'pos'], [138, 145, 'pos'], [204, 209, 'pos'], [266, 270, 'pos']]","[['teaching', 'pos'], ['modules', 'pos'], ['audio', 'pos'], ['home', 'pos']]"
268,teachers can't even take a break from checking the modules sort and what else is there to answer about the modules putek eh eh,"[[0, 8, 'neg'], [0, 0, 'neg'], [107, 114, 'neg'], [51, 58, 'neg']]","[['teachers', 'neg'], ['', 'neg'], ['modules', 'neg'], ['modules', 'neg']]"
269,I said I would make modules today but I just woke up✌️😗,"[[20, 27, 'neu']]","[['modules', 'neu']]"
270,Modules ... done 👌 So ... 😇 #HappyMonday #NetflixAndChill #SpaceSweepersNetflix #Multitasking https://t.co/5DTRRLtRbp,"[[0, 7, 'pos']]","[['modules', 'pos']]"
271,Disgusting make modules 🤧,"[[16, 23, 'neg']]","[['modules', 'neg']]"
272,"Yassss first paycheck for rex! 2 modules paid, more to go !!! ⁇","[[33, 40, 'neu']]","[['modules', 'neu']]"
273,Overloaded Sunday! 1. Revision of DP 2. Online Consultation with Students 3. Online Tutorial 4. Content and Language Editing of Rex Modules 5. Data Analysis with a Client Can't believe I did all these things today! Antok n ko ... 3 hours lang tulog e😴😪😷,"[[47, 59, 'neu'], [84, 92, 'neu'], [132, 139, 'neu']]","[['consultation', 'neu'], ['tutorial', 'neu'], ['modules', 'neu']]"
274,@kirstenelz Weh !? Same vibe !? Eme ha you're done with the modules eh 😅😂,"[[60, 67, 'neu']]","[['modules', 'neu']]"
275,"I work hard at homework but in my modules, ah go ahead bye. HAHAHAHHAHSHAHAHAH","[[15, 23, 'pos'], [34, 41, 'neg']]","[['homework', 'pos'], ['modules', 'neg']]"
276,Ml and tiktok pati modules nalang talaga buhay ko,"[[19, 26, 'neu']]","[['modules', 'neu']]"
277,Modules or codm,"[[0, 7, 'neu']]","[['modules', 'neu']]"
278,"i can't put ""coffee"" on my lyrics kasi di ako umiinom ng kape, but it rhymes perfectly 😭 (mas may time pa ko magcompose kay magsagot ng modules HAHAHAHAHA)","[[137, 144, 'neu']]","[['odules', 'neu']]"
279,ANIMALS ALSO FINISHED IN ALL MODULES PUTANGINA,"[[29, 36, 'pos']]","[['modules', 'pos']]"
280,nape pressure ako sa modules ko huehuehue,"[[21, 28, 'neg']]","[['modules', 'neg']]"
281,I'm so boring that all my modules are 100%,"[[26, 33, 'neg']]","[['modules', 'neg']]"
282,"give me some applause, I'm done with my modules just for 3 days😎 hahaha jk","[[40, 47, 'pos']]","[['modules', 'pos']]"
283,I am overwhelmed by my modules as if they are not decreasing more and more,"[[23, 30, 'neg']]","[['modules', 'neg']]"
284,"it used to take me 3 days in 1 module, so I got 2 modules within a day 🥺","[[31, 37, 'neu'], [50, 57, 'neu']]","[['module', 'neu'], ['modules', 'neu']]"
285,So when do you plan to start the modules you press?,"[[33, 40, 'neu']]","[['modules', 'neu']]"
286,"Seriously, I spent 2 hours editing the modules to be printed by deo grrrrr","[[39, 46, 'neu']]","[['modules', 'neu']]"
287,mami joi answers me with modules tas dinadaldal ako hays 😔😔,"[[25, 32, 'neu']]","[['modules', 'neu']]"
288,modules ft. spotify,"[[0, 7, 'neu']]","[['modules', 'neu']]"
289,three modules three book reports yet? ⁇,"[[6, 13, 'neu'], [25, 32, 'neu']]","[['modules', 'neu'], ['reports', 'neu']]"
